Ãå ½ç,ÏÈ ÈÖ,ÇÏ ÈÖ,ÇÏÌ¾,À­Îð,¶ÔÎÌ,µ³¼ê,¥¿¥¤¥à,Ãåº¹,Ã±¾¡,¿Í µ¤,ÇÏÂÎ½Å,Ä´¶µ»Õ
3,3,6,¥ª¥ë¥¯¥ê¥¹¥È,²´3,56.0,²£»³Åµ¹°,1:24.8,1/2,27.1,8.0,466(0),[Åì] ¿ù±º¹¨¾¼
4,1,1,¥±¥¤¥¢¥¤¥Ó¥ê¥¸¥¢¥ó,²´3,56.0,ÂçÌîÂóÌï,1:25.0,1.1/2,14.6,7.0,504(0),[Åì] ±üÊ¿²í»Î
5,4,7,¥è¥ó¥¯,²´3,55.0,ÉðÆ£²í,1:25.3,2,106.1,14.0,486(+2),[Åì] ¾®³ÞÎÑ¹°
6,8,15,¥Ú¥¤¥·¥ã¥ê¥ë¥­¥¹,²´3,53.0,»³ÅÄ·É»Î,1:25.3,¥Ï¥Ê,8.9,5.0,478(-2),[Åì] ¹â»Ô·½Æó
7,7,13,¥¹¥Ý¡¼¥«¥ó¥Æ¥½¡¼¥í,ÌÆ3,54.0,¥ì¡¼¥ó,1:25.5,1,4.0,1.0,518(-4),[Åì] Éð°æÎ¼
8,6,12,¥¢¥ß¥å¥ê¥ª¥ó,²´3,56.0,Ã°ÆâÍ´¼¡,1:25.6,1/2,29.2,9.0,454(-4),[Åì] Æ£¸¶Ã¤Íº
9,3,5,¥ª¡¼¥ë¥ß¥é¡¼¥¸¥å,²´3,56.0,¹âÁÒÎÇ,1:25.7,3/4,205.7,16.0,452(-8),[Åì] ¿¼»³²í»Ë
10,6,11,¥·¥²¥ë¥¹¥Ô¥Í¥ë,ÌÆ3,51.0,¿û¸¶ÌÀÎÉ,1:25.9,1,85.4,12.0,446(-2),[Åì] ÏÂÅÄÍ¦²ð
11,1,2,¥µ¥ó¥¦¥§¡¼¥³,²´3,54.0,ÌîÃæÍªÂÀ,1:26.2,1.3/4,103.8,13.0,476(0),[Åì] º¬ËÜ¹¯¹­
12,5,9,¥Ö¥é¥Ã¥¯¥¢¥¦¥È,²´3,56.0,ÅÄÊÕÍµ¿®,1:26.3,3/4,61.0,11.0,472(+2),[Åì] ´ä¸Í¹§¼ù
13,2,3,¥ª¥ë¥À¡¼¥¸¥å,²´3,56.0,ÏÂÅÄÎµÆó,1:26.4,1/2,5.1,3.0,464(-4),[Åì] ÀÄÌÚ¹§Ê¸
14,7,14,¥í¡¼¥¯¥¢¥ë¥ë¡¼¥¸¥å,²´3,56.0,¸Íºê·½ÂÀ,1:26.9,3,4.4,2.0,544(-2),[Åì] ¼êÄÍµ®µ×
15,8,16,¥×¥í¥È¥¤¥Á¥Ð¥ó¥Ü¥·,²´3,56.0,ÆâÅÄÇî¹¬,1:26.9,¥Ï¥Ê,57.9,10.0,482(-2),[Åì] ÀõÌîÍÎ°ì
16,5,10,¥¢¥ó¥Ó¥ë,²´3,56.0,¾¾²¬Àµ³¤,1:28.2,8,190.8,15.0,474(-2),[Åì] ÃÝÆâÀµÍÎ
1,8,10,¥ª¡¼¥ë¥¶¥´¡¼,²´5,57.0,¥ì¡¼¥ó,1:20.6,,3.8,2.0,498(-2),[À¾] ÌðºîË§¿Í
2,6,6,¥¹¥¤¡¼¥º¥É¥ê¡¼¥à¥¹,²´5,57.0,»°±º¹ÄÀ®,1:20.8,1.1/4,4.0,3.0,506(0),[À¾] ¿Ü³­¾°²ð
3,3,3,¥¢¥×¥ë¡¼¥ô¥¡¥ë,²´4,57.0,ÏÂÅÄÎµÆó,1:21.0,1.1/2,4.5,4.0,504(-6),[À¾] º£ÌîÄç°ì
4,4,4,¥¯¥ê¥Ã¥Ñ¡¼,ÌÆ4,55.0,¥ë¥á¡¼¥ë,1:21.2,1,3.1,1.0,484(+2),[Åì] ¹â¶¶Ê¸²í
5,5,5,¥¢¥ê¥ó¥Ê,ÌÆ5,55.0,¸Íºê·½ÂÀ,1:21.3,1/2,27.0,7.0,434(-2),[Åì] ¾å¸¶ÇîÇ·
6,7,7,¥Þ¥¤¥Æ¥£¡¼¥ï¡¼¥¯¥¹,ÌÆ4,53.0,ÌîÃæÍªÂÀ,1:21.3,¥Ï¥Ê,15.6,5.0,472(+8),[Åì] µÆÀîÀµÃ£
7,1,1,¥Ç¥£¥¢¥¸¥é¥½¥ë,ÌÆ4,55.0,µÈÅÄË­,1:21.3,¥¯¥Ó,125.0,10.0,436(-8),[Åì] ¹â¶¶Íµ
8,8,9,¥Ô¥Ê¥¯¥ë¥º,¥»6,55.0,µÆÂô°ì¼ù,1:21.4,1/2,121.1,9.0,498(-4),[Åì] Âç¹¾¸¶Å¯
9,2,2,¥É¥¦¥Ç¥£,²´5,57.0,¾¾²¬Àµ³¤,1:21.6,1,34.8,8.0,490(+12),[Åì] º´Æ£µÈ¾¡
10,7,8,¥Ä¥Å¥¯,ÌÆ5,55.0,ÂçÌîÂóÌï,1:21.8,1.1/4,16.6,6.0,448(-4),[Åì] °ËÆ£Âç»Î
1,5,8,¥Þ¥¸¥«¥ë¥¹¥Ú¥ë,²´5,57.0,¥ë¥á¡¼¥ë,1:35.9,,4.7,2.0,534(+4),[À¾] Æ£¸¶±Ñ¾¼
2,8,15,¥¹¥¦¥£¥ó¥°¥Ó¡¼¥È,²´4,57.0,ÅÄÊÕÍµ¿®,1:36.0,1/2,10.4,5.0,492(+2),[Åì] ²ÃÆ£À¬¹°
3,4,6,¥·¥ô¥¡¡¼¥¸,²´4,57.0,ÀÐ¶¶æû,1:36.1,1/2,3.2,1.0,492(-6),[À¾] ÌîÃæ¸­Æó
4,8,14,¥Õ¥£¡¼¥ë¥É¥»¥ó¥¹,²´5,57.0,Ã°ÆâÍ´¼¡,1:36.1,¥¢¥¿¥Þ,44.5,10.0,532(-4),[À¾] ÀéÅÄµ±É§
5,2,2,¥Ð¥ì¥Ã¥Æ¥£,¥»5,57.0,²£»³Åµ¹°,1:36.1,¥¯¥Ó,82.0,13.0,504(-6),[Åì] µ×ÊÝÅÄµ®
6,7,12,¥¯¥ì¥Þ¥ó¥À¥ë¥¶¥¹,¥»6,57.0,¥ì¡¼¥ó,1:36.2,1/2,4.8,3.0,464(-2),[À¾] ¾¾±Ê´´É×
7,3,5,¥°¥Ã¥É¥é¥Ã¥¯¥µ¥Þ¡¼,²´5,57.0,ÌîÃæÍªÂÀ,1:36.3,3/4,40.9,9.0,550(0),[Åì] Èø·ÁÏÂ¹¬
8,1,1,¥¤¥À¥Ú¥¬¥µ¥¹,²´4,57.0,¸Íºê·½ÂÀ,1:36.3,¥¢¥¿¥Þ,17.2,6.0,504(+2),[Åì] ¹âÌø¿ð¼ù
9,6,11,¥Ð¡¼¥ó¥Õ¥é¥¤,²´4,57.0,¹âÁÒÎÇ,1:36.4,¥¢¥¿¥Þ,143.3,14.0,490(-2),[À¾] ÌðºîË§¿Í
10,5,9,¥·¥ç¡¼¥à,²´4,57.0,ÏÂÅÄÎµÆó,1:36.5,1/2,5.7,4.0,492(+8),[Åì] ÎëÌÚ¿­¿Ò
11,3,4,¥¹¥º¥«¥Õ¥ê¥ª¡¼¥½,²´5,57.0,»°±º¹ÄÀ®,1:36.6,3/4,54.2,12.0,488(+6),[À¾] Æ£ÂôÂ§Íº
12,7,13,¥È¥ï¥¤¥é¥¤¥È¥¿¥¤¥à,²´4,57.0,éâÌ¾ÀµµÁ,1:36.6,¥Ï¥Ê,17.3,7.0,464(-4),[À¾] ¸Þ½½ÍòÃé
13,4,7,¥Õ¥©¡¼¥Ï¥ó¥É¥ì¥Ã¥É,²´5,57.0,ÂçÌîÂóÌï,1:36.7,1/2,33.3,8.0,480(+6),[Åì] ÅÄÃæÇî¹¯
14,2,3,¥ì¥Ã¥É¥ª¥ë¥Ð¡¼¥¹,²´7,57.0,ÆâÅÄÇî¹¬,1:37.0,1.3/4,47.7,11.0,514(-8),[Åì] ¹ñ»Þ±É
15,6,10,¥·¥å¥Ê¥¦¥¶¡¼,²´6,57.0,ÉðÆ£²í,1:39.4,Âç,224.3,15.0,484(+4),[Åì] µ×ÊÝÅÄµ®
1,2,3,¥»¥°¡¼¥í,²´3,56.0,»°±º¹ÄÀ®,1:38.3,,14.1,6.0,470(+8),[Åì] Çë¸¶À¶
2,4,7,¥Þ¥¤¥Í¥ë¥¤¥ô¥£¥ó¥¹,²´3,56.0,¼ÆÅÄÂçÃÎ,1:38.5,1,2.0,1.0,514(+2),[Åì] ¹â¶¶¾ÍÂÙ
3,5,9,¥´¡¼,²´3,56.0,¾¾²¬Àµ³¤,1:38.8,2,8.3,4.0,496(0),[Åì] °ËÆ£¿­°ì
4,5,10,¥Þ¥Ï¥«¡¼¥é,²´3,54.0,ÌîÃæÍªÂÀ,1:38.8,¥Ï¥Ê,6.7,3.0,488(0),[Åì] ÃÝÆâÀµÍÎ
5,7,13,¥Ç¥¢¥Ç¥Ó¥ë,²´3,56.0,´äÅÄ¹¯À¿,1:39.0,1.1/4,13.3,5.0,500(+6),[Åì] ÌðÌî±Ñ°ì
6,7,14,¥ë¥Ê¥Õ¥é¥Ã¥·¥å,ÌÆ3,54.0,¸Íºê·½ÂÀ,1:39.0,¥¯¥Ó,18.3,7.0,444(0),[Åì] ÉðÆ£Á±Â§
7,1,1,¥»¥¤¥«¥Ï¥ë¥«¥¼,ÌÆ3,54.0,µÈÅÄÈ»¿Í,1:39.3,2,85.6,12.0,446(+2),[Åì] ¾®Ìî¼¡Ïº
8,4,8,¥Ö¥é¥Ã¥¯¥Æ¥­¡¼¥é,²´3,56.0,ÂçÌîÂóÌï,1:39.3,¥¯¥Ó,54.7,10.0,500(+2),[Åì] ÅÄÅç½ÓÌÀ
9,6,12,¥·¥²¥ë¥Ö¥É¥¦¥»¥­,²´3,56.0,¹¾ÅÄ¾ÈÃË,1:39.4,3/4,51.3,9.0,468(+4),[Åì] ¹â¶¶Íµ
10,8,15,¥Ü¥Ø¥ß¥¢¥é¥×¥½¥Ç¥£,²´3,56.0,ÅÄÊÕÍµ¿®,1:39.5,1/2,6.3,2.0,474(+2),[Åì] °ËÆ£·½»°
11,2,4,¥µ¥ó¥Þ¥ë¥¸¥ç¡¼¥À¥ó,²´3,54.0,µÆÂô°ì¼ù,1:40.4,5,220.9,14.0,444(-1),[Åì] º´Æ£µÈ¾¡
12,1,2,¥¨¥ó¥Ú¥é¡¼¥ï¥ë¥Ä,²´3,56.0,Åª¾ìÍ¦¿Í,1:40.6,1,246.9,15.0,442(+2),[Åì] Åª¾ì¶Ñ
13,6,11,¥­¥ó¥°¥¢¥²¥ó,²´3,56.0,Éð»ÎÂôÍ§,1:41.2,3.1/2,78.9,11.0,506(0),[Åì] ³þÌî¹ÀÆó
14,3,5,¥½¥é¥¿¥«¥¯,²´3,56.0,¾¾¼ãÉ÷ÇÏ,1:42.8,10,162.1,13.0,398(-4),[Åì] ÀõÌîÍÎ°ì
15,3,6,¥à¡¼¥é¥ó¥Î¥ï¡¼¥ë,²´3,56.0,´äºêÍã,1:43.2,2.1/2,247.8,16.0,438(+4),[Åì] ¾®É°»³¸ç
16,8,16,¥Þ¥¹¥Æ¥£¥Õ,²´3,55.0,ÉðÆ£²í,1:43.7,3,20.9,8.0,486(0),[Åì] µ×ÊÝÅÄµ®
1,2,4,¥¨¥Ì¥ï¥¤¥Ñ¥Õ¥å¡¼¥à,ÌÆ3,54.0,ÂçÌîÂóÌï,1:24.6,,3.0,1.0,506(+4),[Åì] Éð°æÎ¼
2,1,2,¥Ù¥¿¡¼¥Ï¡¼¥Õ,ÌÆ3,54.0,´äÅÄ¹¯À¿,1:24.8,1.1/2,11.1,4.0,474(+2),[Åì] ÌðÌî±Ñ°ì
3,4,7,¥×¥é¥ó¥¿¥ó¥ô¥§¡¼¥ë,ÌÆ3,54.0,Æ£²¬Í¤²ð,1:25.5,4,15.6,6.0,504(-2),[Åì] ÎÓÅ°
4,3,5,¥«¥Õ¥§¥É¥é¥Ú,ÌÆ3,54.0,¸Íºê·½ÂÀ,1:25.6,¥¯¥Ó,4.3,3.0,442(-8),[Åì] ¿ù±º¹¨¾¼
5,1,1,¥Ä¥¦¥«¥¤¥¹¥Æ¥é,ÌÆ3,54.0,¾¾¼ãÉ÷ÇÏ,1:25.8,1.1/2,35.9,9.0,458(+2),[Åì] ¾®³ÞÎÑ¹°
6,6,12,¥¿¥Þ¥Ö¥é¥Ã¥¯¥Ñ¡¼¥ë,ÌÆ3,52.0,ÌîÃæÍªÂÀ,1:25.9,1/2,13.6,5.0,502(+10),[Åì] ÁêÂô°ê
7,4,8,¥é¥¤¥ó¥·¥ã¡¼¥í¥Ã¥È,ÌÆ3,53.0,ÉðÆ£²í,1:26.1,1.1/4,30.1,8.0,450(-6),[Åì] ¿åÌîµ®¹­
8,7,13,¥­¡¼¥Õ¥§¥¤¥¹,ÌÆ3,54.0,µÈÅÄË­,1:26.5,2.1/2,48.3,10.0,440(-8),[Åì] ÅÚÅÄÌ­
9,8,16,¥¢¥à¥ë¡¼¥º,ÌÆ3,54.0,¹¾ÅÄ¾ÈÃË,1:26.5,¥¯¥Ó,108.0,14.0,440(-2),[Åì] ÅÄÃæ¹ä
10,5,9,¥é¥Ç¥£¡¼¥Á¥§,ÌÆ3,54.0,ËÌÂ¼Í§°ì,1:26.8,1.3/4,24.0,7.0,388(-10),[Åì] ÅÄÃæÇî¹¯
11,6,11,¥Ñ¥é¥À¥¤¥¹¥­¥ã¥Ã¥È,ÌÆ3,54.0,Éð»ÎÂôÍ§,1:27.1,1.3/4,192.0,16.0,426(-2),[Åì] ÀÐ·ªÎ¶É§
12,2,3,¥ª¡¼¥ë¥É¥í¥Þ¥ó,ÌÆ3,54.0,¼ÆÅÄÂçÃÎ,1:27.1,¥Ï¥Ê,53.6,11.0,442(0),[Åì] ¾¾±Ê¹¯Íø
13,8,15,¥­¥ã¥Î¥Ô¡¼¥¦¥©¡¼¥¯,ÌÆ3,54.0,ÅÄÊÕÍµ¿®,1:27.1,¥¯¥Ó,3.6,2.0,466(0),[Åì] ÂçÃÝÀµÇî
14,3,6,¥°¥é¥ß¥¹,ÌÆ3,54.0,µÈÅÄÈ»¿Í,1:27.3,1,63.5,12.0,438(+6),[Åì] Èø·ÁÏÂ¹¬
15,5,10,¥Ï¡¼¥ó¥Ï¥ê¡¼¥ê,ÌÆ3,54.0,¿û¸¶Î´°ì,1:28.0,4,160.3,15.0,430(0),[Åì] ÃæÀî¸øÀ®
16,7,14,¥é¥Ã¥­¡¼¥Û¡¼¥à¥é¥ó,ÌÆ3,52.0,µÆÂô°ì¼ù,1:30.5,Âç,86.2,13.0,424(0),[Åì] éâÌ¾Íø¹°
1,7,13,¥¨¥ó¥·¥å¥é¥¦¥É,²´3,56.0,¥ë¥á¡¼¥ë,1:48.2,,1.6,1.0,474(-2),[Åì] Æ£ÂôÏÂÍº
2,8,16,¥µ¥¯¥é¥Ç¥å¥¨¥ë,²´3,56.0,²£»³Åµ¹°,1:48.5,1.3/4,4.9,3.0,490(+4),[Åì] ¶âÀ®µ®»Ë
3,3,5,¥±¥¤¥¢¥¤¥Í¥¤¥Ó¡¼,²´3,56.0,ËÌÂ¼Í§°ì,1:48.7,1.1/4,18.7,4.0,448(+14),[Åì] ÏÂÅÄÀµ°ì
4,1,2,¥¹¥È¡¼¥à¥ê¥Ã¥Ñ¡¼,¥»3,56.0,»°±º¹ÄÀ®,1:48.7,¥¯¥Ó,4.4,2.0,500(-14),[Åì] ¼¯¸ÍÍº°ì
5,6,12,¥Ô¥¨¥¿¥Õ¥£¥ê¥¢¡¼¥ì,²´3,54.0,ÌîÃæÍªÂÀ,1:49.3,3.1/2,264.9,13.0,468(-2),[Åì] µÆÀîÀµÃ£
6,3,6,¥¨¥Ù¥ì¥¹¥È¥Æ¥½¡¼¥í,²´3,56.0,ÆâÅÄÇî¹¬,1:49.6,2,35.0,7.0,484(-2),[Åì] È«»³µÈ¹¨
7,4,7,¥È¥­¥Î¥æ¥¦¥Û¥¦,²´3,56.0,´äÅÄ¹¯À¿,1:49.7,3/4,37.1,8.0,480(+8),[Åì] ¹â¶¶Ê¸²í
8,7,14,¥³¥¹¥â¥¢¥¤¥È¡¼¥ó,²´3,56.0,¼ÆÅÄÂçÃÎ,1:49.8,¥¯¥Ó,47.7,9.0,454(+8),[Åì] º´Æ£µÈ¾¡
9,2,4,¥¹¡¼¥Ñ¡¼¥í¥­,²´3,56.0,µÈÅÄË­,1:50.0,1.1/4,205.4,12.0,462(-4),[Åì] ÅÄÂ¼¹¯¿Î
10,4,8,¥Ú¥¤¥·¥ã¥Ñ¥·¥ã,ÌÆ3,54.0,Éð»ÎÂôÍ§,1:50.0,¥¯¥Ó,130.1,10.0,420(-14),[Åì] ¹â»Ô·½Æó
11,6,11,¥»¥¤¥«¥¢¥ß¥À¥¤¥±,ÌÆ3,54.0,µÈÅÄÈ»¿Í,1:50.3,1.3/4,300.0,14.0,422(+2),[Åì] ¾®Ìî¼¡Ïº
12,5,10,¥Ù¥ë¥²¥ó¥Ï¡¼¥Ð¡¼,²´3,56.0,¸Íºê·½ÂÀ,1:50.4,3/4,27.6,5.0,450(+2),[Åì] ºØÆ£À¿
13,2,3,¥¯¥ê¥ó¥«¡¼¥Ó¥ë¥È,²´3,56.0,ÂçÌîÂóÌï,1:50.6,1.1/2,29.2,6.0,486(0),[Åì] ¼êÄÍµ®µ×
14,5,9,¥¨¥¿¥Ë¥Æ¥£¥Þ¥ê¡¼,ÌÆ3,54.0,È¼·¼ÂÀ,1:50.7,1/2,315.1,15.0,410(+6),[Åì] º¬ËÜ¹¯¹­
15,1,1,¥¯¥ê¥Î¥Ô¥ó¥¯¥À¥¤¥ä,ÌÆ3,54.0,°ËÆ£¹©¿¿,1:50.8,3/4,333.1,16.0,442(+2),[Åì] ¹â»Ô·½Æó
16,8,15,¥¢¥ì¥ß¥Æ¥£,²´3,55.0,ÉðÆ£²í,2:00.6,Âç,181.1,11.0,520(0),[Åì] ÉðÆ£Á±Â§
1,5,7,¥ì¥Ã¥É¥¯¡¼¥²¥ë,²´3,56.0,¸Íºê·½ÂÀ,2:21.2,,2.5,1.0,420(-4),[Åì] Èø´ØÃÎ¿Í
2,6,10,¥°¥é¥ó¥ô¥£¥¹¥¿,²´3,56.0,ÅÄÊÕÍµ¿®,2:21.4,1.1/4,4.0,3.0,516(0),[Åì] ·ªÅÄÅ°
3,8,14,¥í¥Í¥¬¥ó,²´3,56.0,¥ì¡¼¥ó,2:21.4,¥Ï¥Ê,9.4,4.0,510(-2),[Åì] ÏÂÅÄÍºÆó
4,4,5,¥Ó¥®¥ó¥°¥í¡¼¥ê¡¼,²´3,54.0,ÌîÃæÍªÂÀ,2:22.1,4,39.5,7.0,464(+4),[Åì] ÃæÀî¸øÀ®
5,3,3,¥á¥¤¥·¥ç¥¦¥¸¥¶¥¤,²´3,56.0,ÆâÅÄÇî¹¬,2:22.5,2.1/2,49.5,9.0,498(+2),[Åì] ÏÂÅÄÍ¦²ð
6,4,6,¥È¥é¥ó¥¹¥Ý¡¼¥¿¡¼,²´3,56.0,ÀîÅÄ¾­²í,2:22.6,1/2,3.2,2.0,474(+2),[Åì] ¸ÍÅÄÇîÊ¸
7,1,1,¥â¥Ã¥·¥å¥Ô¥Ã¥È,ÌÆ3,54.0,¾¾²¬Àµ³¤,2:22.7,3/4,13.6,5.0,458(-6),[Åì] ¸Å²ì¿µÌÀ
8,8,13,¥·¥ç¥¦¥Á¥¯¥Ð¥¤,²´3,56.0,¿û¸¶Î´°ì,2:22.7,¥¯¥Ó,46.3,8.0,486(0),[Åì] ½¡ÁüµÁÃé
9,7,12,¥Î¡¼¥Ö¥ë¥¢¥Ý¥í¥ó,¥»3,55.0,ÉðÆ£²í,2:23.0,1.3/4,421.3,13.0,444(-12),[Åì] ÉðÆ£Á±Â§
10,3,4,¥È¥é¥¤¥¢¥ó¥Õ,²´3,56.0,¹¾ÅÄ¾ÈÃË,2:23.2,1.1/4,146.3,10.0,432(-2),[Åì] Éð»Ô¹¯ÃË
11,6,9,¥Ï¥í¡¼¥ë¡¼¥é¡¼,²´3,56.0,È¼·¼ÂÀ,2:23.2,¥Ï¥Ê,169.3,11.0,416(-8),[Åì] ¹â¶¶µÁÇî
12,5,8,¥è¥³¥¹¥«¥À¥ó¥Ç¥£¡¼,²´3,56.0,¼ÆÅÄÂçÃÎ,2:24.0,5,329.3,12.0,458(+6),[Åì] À¶¿å±Ñ¹î
13,2,2,¥Ð¥È¥ë¥Õ¥ê¡¼¥À¥à,²´3,56.0,ÉÍÃæ½Ó,2:25.8,Âç,26.5,6.0,486(+6),[À¾] ³ÑÅÄ¹¸°ì
½ü,7,11,¥Ê¥Ã¥¯¥¼¥¦¥¹,²´3,56.0,²£»³Åµ¹°,,,---,,488(-2),[Åì] ¿ù±º¹¨¾¼
1,5,5,¥¹¥¤¡¼¥×¥»¥ì¥ê¥¿¥¹,ÌÆ3,54.0,¥ë¥á¡¼¥ë,1:20.5,,1.5,1.0,494(+2),[Åì] Æ£ÂôÏÂÍº
2,1,1,¥¹¥Þ¥¤¥ë¥¹¥¿¡¼,ÌÆ3,54.0,ÉðË­,1:20.7,1.1/2,6.6,3.0,494(-6),[Åì] ÂçÃÝÀµÇî
3,8,9,¥¤¥Á¥´¥ß¥ë¥Õ¥£¡¼¥æ,ÌÆ3,54.0,°ËÆ£¹©¿¿,1:20.8,1/2,37.2,7.0,446(-6),[Åì] ÎÓÅ°
4,8,8,¥°¥é¥ó¥½¥ô¥¡¡¼¥ë,²´3,56.0,¸Íºê·½ÂÀ,1:20.9,3/4,6.7,4.0,494(-6),[Åì] Èø´ØÃÎ¿Í
5,4,4,¥·¥ã¥ó¥Ç¥ê¥¢¥à¡¼¥ó,ÌÆ3,54.0,ÅÄÊÕÍµ¿®,1:21.0,1/2,25.3,6.0,464(+2),[Åì] ºØÆ£À¿
6,2,2,¥¹¥Ú¥­¥å¥é¡¼¥¹,ÌÆ3,54.0,¼ÆÅÄÂçÃÎ,1:21.2,1,15.5,5.0,460(-4),[Åì] ¹â¶¶¾ÍÂÙ
7,7,7,¥È¥¦¥«¥¤¥ª¥é¡¼¥¸¥å,²´3,56.0,ËÌÂ¼Í§°ì,1:21.2,¥Ï¥Ê,6.6,2.0,454(-2),[À¾] °ÂÅÄÎ´¹Ô
8,6,6,¥Ø¥ê¥ó¥Ì¥ê¥ó¥°,ÌÆ3,54.0,¾¾²¬Àµ³¤,1:22.3,7,188.0,9.0,438(-2),[Åì] ²ÃÆ£»ÎÄÅ
9,3,3,¥é¥ó¥Í¥·¥¢¡¼¥Ê,ÌÆ3,54.0,Æ£²¬Í¤²ð,1:27.6,Âç,117.2,8.0,448(-8),[À¾] ºîÅÄÀ¿Æó
1,7,12,¥á¥¤¥·¥ç¥¦¥¢¥Æ¥ó,ÌÆ5,55.0,ÂçÌîÂóÌï,1:24.3,,11.4,6.0,478(+4),[Åì] ÏÂÅÄÍ¦²ð
2,1,1,¥â¥ê¥È¥·¥é¥æ¥ê,ÌÆ5,55.0,ÆâÅÄÇî¹¬,1:24.3,¥Ï¥Ê,3.8,1.0,492(-4),[Åì] ËÙ°æ²í¹­
3,2,3,¥«¡¼¥Í¥ê¥¢¥ó,ÌÆ5,55.0,¥ì¡¼¥ó,1:24.4,1/2,4.1,2.0,492(0),[Åì] ²ÃÆ£À¬¹°
4,6,11,¥¬¥È¡¼¥Ö¥ê¥é¥ó¥Æ,ÌÆ4,55.0,´äÅÄ¹¯À¿,1:24.5,1/2,7.6,4.0,462(0),[Åì] Ãæ´Ü±ÑÆó
5,5,8,¥¿¥Ä¥ª¥¦¥«¥é¥ó¥Ö,ÌÆ4,55.0,µÈÅÄË­,1:24.6,1/2,23.3,8.0,490(+2),[Åì] ¸Å²ì»ËÀ¸
6,6,10,¥é¥¤¥ó¥¢¥¹¥È¥ê¥¢,ÌÆ4,54.0,ÉðÆ£²í,1:24.6,¥¯¥Ó,55.7,10.0,484(+2),[Åì] ¿åÌîµ®¹­
7,3,5,¥·¥Í¥Þ¥½¥ó¥°¥¹,ÌÆ4,55.0,Æ£²¬Í¤²ð,1:24.6,¥Ï¥Ê,9.1,5.0,418(+2),[Åì] ¾®³ÞÎÑ¹°
8,3,4,¥Õ¥¸¥Þ¥µ¥¯¥¤¡¼¥ó,ÌÆ5,55.0,¹¾ÅÄ¾ÈÃË,1:25.0,2.1/2,138.6,13.0,452(-4),[Åì] µÆÀîÀµÃ£
9,8,15,¥í¥Þ¥ó¥¹¥Þ¥¸¥Ã¥¯,ÌÆ5,55.0,»°±º¹ÄÀ®,1:25.2,1.1/4,96.8,12.0,446(+8),[Åì] ±üÊ¿²í»Î
10,2,2,¥Õ¥í¡¼¥¹¥Ò¥ë¥Ç,ÌÆ4,55.0,µÈÅÄÈ»¿Í,1:25.3,¥¯¥Ó,149.1,14.0,436(0),[Åì] ÆîÅÄÈþÃÎ
11,4,6,¥ß¥ó¥Í¥¶¥ó¥°,ÌÆ5,55.0,¸Íºê·½ÂÀ,1:25.3,¥¯¥Ó,4.5,3.0,496(+2),[Åì] Çë¸¶À¶
12,7,13,¥Ò¥«¥ê¥È¥Ã¥×¥á¥â¥ê,ÌÆ6,55.0,ÀÐ¶¶æû,1:25.4,¥¯¥Ó,27.7,9.0,492(+10),[Åì] ÃÓ¾å¾»ÏÂ
13,8,14,¥°¥ê¥º¥ê¥À¥ó¥¹,ÌÆ4,55.0,¾¾¼ãÉ÷ÇÏ,1:25.5,1/2,17.2,7.0,472(+2),[Åì] ÁêÂô°ê
14,4,7,¥´¡¼¥ë¥É¥à¡¼¥ó,ÌÆ4,53.0,µÆÂô°ì¼ù,1:25.8,2,203.6,15.0,442(+2),[Åì] ÀõÌîÍÎ°ì
15,5,9,¥Ï¥ë¥á¥­,ÌÆ4,55.0,Éð»ÎÂôÍ§,1:25.9,¥¯¥Ó,58.5,11.0,458(+6),[Åì] ¿¼»³²í»Ë
1,5,9,¥µ¥ó¥Á¥§¥µ¥Ô¡¼¥¯,²´5,57.0,£Í¡¥¥Ç¥à,1:35.3,,2.3,1.0,536(+6),[Åì] ²ÃÆ£À¬¹°
2,2,2,¥È¡¼¥»¥ó¥ô¥£¡¼¥¿,²´4,57.0,ÆâÅÄÇî¹¬,1:36.1,5,4.5,2.0,550(+8),[Åì] ¸Å²ì¿µÌÀ
3,8,14,¥¦¥¨¥¹¥¿¥ó¥Ü¥ë¥È,¥»6,57.0,µÈÅÄË­,1:36.1,¥¯¥Ó,101.8,10.0,480(0),[Åì] ¾®Ìî¼¡Ïº
4,2,3,¥ì¥Ã¥É¥ª¡¼¥ë¥Ç¥ó,¥»4,57.0,¥ë¥á¡¼¥ë,1:36.2,3/4,5.0,3.0,486(-10),[Åì] Æ£ÂôÏÂÍº
5,8,15,¥·¥È¥é¥¹¥¯¡¼¥é¡¼,¥»6,57.0,ÂçÌîÂóÌï,1:36.2,¥Ï¥Ê,11.0,5.0,462(-10),[Åì] ¹âÌÚÅÐ
6,4,7,¥ì¥¢¥Ð¡¼¥É,²´4,57.0,ÅÄÃæ¾¡½Õ,1:36.4,1.1/2,22.2,6.0,532(-2),[Åì] ¹â»Ô·½Æó
7,6,10,¥«¥Ê¥á,²´4,57.0,¾¾¼ãÉ÷ÇÏ,1:36.8,2.1/2,35.4,9.0,544(-6),[Åì] °ËÆ£Âç»Î
8,3,4,¥×¥í¥°¥ì¥¹¥·¥Á¡¼,¥»6,56.0,ÉðÆ£²í,1:36.9,¥¯¥Ó,178.3,13.0,480(-4),[Åì] ÃæÌî±É¼£
